algorithm,structure,dataset,size,time
shell,linked_list,reverse,10000,0.029429599991999567
merge,array,reverse,10000,0.024797299993224442
merge,linked_list,reverse,10000,0.025551099970471114
quick,array,reverse,10000,0.02083599998150021
quick,linked_list,reverse,10000,0.021163499972317368
heap,array,reverse,10000,0.003484999993816018
heap,linked_list,reverse,10000,0.0035043000243604183
counting,array,reverse,10000,0.0033266000100411475
counting,linked_list,reverse,10000,0.0033699999912641943
radix,array,reverse,10000,0.022577699972316623
radix,linked_list,reverse,10000,0.021519400004763156
bubble,array,almost_sorted,10000,4.784247400006279
bubble,linked_list,almost_sorted,10000,4.813669499999378
selection,array,almost_sorted,10000,3.253583600046113
selection,linked_list,almost_sorted,10000,2.8615174000151455
insertion,array,almost_sorted,10000,0.16376590001164004
insertion,linked_list,almost_sorted,10000,0.1755470999632962
shell,array,almost_sorted,10000,0.025657699967268854
shell,linked_list,almost_sorted,10000,0.027139300014823675
merge,array,almost_sorted,10000,0.026832600007764995
merge,linked_list,almost_sorted,10000,0.02606409997679293
quick,array,almost_sorted,10000,0.017443299992009997
quick,linked_list,almost_sorted,10000,0.018163299944717437
heap,array,almost_sorted,10000,0.0030193999991752207
heap,linked_list,almost_sorted,10000,0.003362199990078807
counting,array,almost_sorted,10000,0.0031145999673753977
counting,linked_list,almost_sorted,10000,0.0026769000105559826
radix,array,almost_sorted,10000,0.01370329997735098
radix,linked_list,almost_sorted,10000,0.013589699985459447
bubble,array,half_sorted,10000,4.987853700004052
bubble,linked_list,half_sorted,10000,4.874483500025235
selection,array,half_sorted,10000,2.9246516000130214
selection,linked_list,half_sorted,10000,2.6489849999779835
insertion,array,half_sorted,10000,0.7992608000058681
insertion,linked_list,half_sorted,10000,0.8512919999775477
shell,array,half_sorted,10000,0.029437699995469302
shell,linked_list,half_sorted,10000,0.03108099999371916
merge,array,half_sorted,10000,0.02342389995465055
merge,linked_list,half_sorted,10000,0.023226100020110607
quick,array,half_sorted,10000,0.0193853999953717
quick,linked_list,half_sorted,10000,0.021242399991024286
heap,array,half_sorted,10000,0.003223799983970821
heap,linked_list,half_sorted,10000,0.0031490999972447753
counting,array,half_sorted,10000,0.021355099976062775
counting,linked_list,half_sorted,10000,0.01846809999551624
radix,array,half_sorted,10000,0.017381899990141392
radix,linked_list,half_sorted,10000,0.017223899951204658
bubble,array,flat,10000,5.867692400002852
bubble,linked_list,flat,10000,6.214742299984209
selection,array,flat,10000,2.8310931000160053
selection,linked_list,flat,10000,2.781586700002663
insertion,array,flat,10000,2.453191299980972
insertion,linked_list,flat,10000,2.449282699963078
shell,array,flat,10000,0.018234799965284765
shell,linked_list,flat,10000,0.018669400014914572
merge,array,flat,10000,0.027948300004936755
merge,linked_list,flat,10000,0.028070699947420508
quick,array,flat,10000,0.002665799984242767
quick,linked_list,flat,10000,0.0030067000188864768
heap,array,flat,10000,0.00307740003336221
heap,linked_list,flat,10000,0.0028529000119306147
counting,array,flat,10000,0.0007454000297002494
counting,linked_list,flat,10000,0.0007193000055849552
radix,array,flat,10000,0.0032709999941289425
radix,linked_list,flat,10000,0.0034958000178448856
